appid,genre
865630,Indie
865640,Casual
865640,Indie
865640,Strategy
865640,Early Access
865720,Adventure
865720,Indie
865720,RPG
865750,Indie
865750,RPG
865760,Adventure
865760,Indie
865800,Casual
865800,Indie
865810,Action
865810,Casual
865810,Indie
865810,Strategy
865820,Adventure
865830,Adventure
865840,Adventure
865840,Indie
865850,Action
865850,Adventure
865850,Indie
865850,RPG
865850,Early Access
865860,Adventure
865860,Indie
865870,Adventure
865870,Casual
865870,Indie
865870,Early Access
865880,Adventure
865880,Free to Play
865880,Indie
865880,RPG
865930,Action
865930,Casual
865930,Indie
865930,RPG
865930,Simulation
865940,Action
865980,Action
865980,Adventure
865980,Casual
865980,Indie
865990,Racing
865990,Early Access
866010,Action
866010,Adventure
866010,Casual
866010,Indie
866010,Simulation
866040,Casual
866040,Sports
866080,Action
866080,Indie
866080,Racing
866080,Simulation
866100,Indie
866100,Strategy
866100,Early Access
866140,Adventure
866140,Indie
866150,Adventure
866150,Casual
866150,Indie
866180,Adventure
866180,Casual
866180,Indie
866190,Adventure
866190,Indie
866200,Action
866200,Indie
866260,Indie
866260,Racing
866260,Simulation
866260,Sports
866260,Early Access
866270,Action
866270,Adventure
866270,Indie
866310,Adventure
866310,Casual
866310,Indie
866330,Adventure
866330,Free to Play
866330,Indie
866330,Simulation
866330,Early Access
866340,Casual
866340,Indie
866340,Strategy
866400,Indie
866400,Simulation
866400,Strategy
866400,Early Access
866420,Action
866420,Casual
866420,Indie
866430,Action
866430,Indie
866430,Early Access
866440,Adventure
866440,Casual
866440,Free to Play
866440,Indie
866450,Action
866450,Indie
866450,Racing
866480,Casual
866480,Simulation
866490,
866500,Action
866500,Casual
866500,Indie
866510,Adventure
866510,Casual
866510,Indie
866520,Action
866520,Adventure
866520,Casual
866540,Adventure
866540,Free to Play
866540,Indie
866540,RPG
866700,Adventure
866700,Casual
866710,Adventure
866710,Casual
866730,Adventure
866730,Casual
866740,Adventure
866740,Casual
866750,Adventure
866750,Casual
866770,Action
866770,Casual
866770,Indie
866780,Adventure
866780,Casual
866790,Adventure
866790,Casual
866800,Adventure
866900,Indie
866900,RPG
866900,Early Access
866960,Adventure
866960,Casual
866960,Indie
866960,RPG
866960,Early Access
867010,Action
867010,Indie
867050,Adventure
867050,Casual
867080,Action
867080,Adventure
867080,Casual
867080,Indie
867090,Casual
867090,Simulation
867090,Early Access
867110,RPG
867120,Indie
867120,RPG
867130,Adventure
867130,Casual
867140,Adventure
867140,Casual
867140,Indie
867150,Casual
867150,Indie
867180,Casual
867210,
867250,Simulation
867250,Strategy
867290,Adventure
867290,Casual
867290,RPG
867290,Simulation
867290,Strategy
867380,Indie
867390,Action
867390,Casual
867400,Action
867400,Massively Multiplayer
867420,Casual
867420,Free to Play
867420,Indie
867420,Strategy
867460,Action
867460,Adventure
867470,Indie
867470,RPG
867470,Strategy
867470,Early Access
867480,Indie
867490,Indie
867490,RPG
867510,Action
867510,Casual
867510,Indie
867530,Action
867530,Casual
867530,Indie
867540,Adventure
867540,Indie
867540,RPG
867550,Action
867550,Adventure
867550,Casual
867550,Indie
867550,Racing
867550,Simulation
867550,Sports
867550,Strategy
867580,
867590,Action
867590,Adventure
867590,Casual
867590,Indie
867590,RPG
867640,Indie
867640,Racing
867660,Adventure
867660,Indie
867660,RPG
867690,Action
867690,Adventure
867690,Indie
867700,Casual
867720,Action
867720,Adventure
867720,Indie
867720,RPG
867720,Early Access
867730,Casual
867730,Indie
867730,Racing
867750,Action
867750,Simulation
867750,Sports
867760,Action
867760,Casual
867760,Indie
867770,Action
867770,Adventure
867770,Indie
867790,Action
867790,Indie
867790,Simulation
867800,Casual
867800,Indie
867850,Indie
867850,Simulation
867900,Simulation
867900,Sports
867900,Early Access
867920,Action
867920,Adventure
867920,Casual
867920,Indie
867920,RPG
867960,Action
867960,Indie
867980,Action
867980,Adventure
867980,Casual
867980,Indie
868000,Casual
868000,Indie
868010,Action
868020,Adventure
868040,Action
868040,Casual
868040,Indie
868060,Action
868060,Adventure
868060,Indie
868060,RPG
868070,Action
868070,Adventure
868070,Casual
868070,Indie
868080,Casual
868080,Indie
868080,Sports
868080,Early Access
868090,Action
868090,Free to Play
868090,Indie
868090,Simulation
868090,Strategy
868100,Action
868100,Casual
868100,Massively Multiplayer
868130,Indie
868150,Casual
868150,Indie
868150,Early Access
868180,Casual
868190,Casual
868190,Indie
868210,Action
868210,Indie
868210,Simulation
868210,Early Access
868230,Casual
868230,Indie
868240,Casual
868240,Indie
868240,Simulation
868260,Casual
868260,Indie
868260,Simulation
868260,Strategy
868270,Action
868270,Free to Play
868270,Massively Multiplayer
868320,Free to Play
868320,RPG
868360,Indie
868360,Simulation
868360,Strategy
868370,Adventure
868370,Indie
868370,RPG
868380,Casual
868380,Indie
868380,Simulation
868390,Adventure
868390,Indie
868390,RPG
868410,Strategy
868430,Indie
868440,Action
868440,Adventure
868440,Indie
868440,RPG
868450,Casual
868450,Indie
868460,Casual
868470,Action
868470,Indie
868470,RPG
868500,Action
868500,Casual
868500,Indie
868500,Racing
868510,Action
868510,Indie
868520,Action
868520,Adventure
868550,Indie
868560,Action
868560,Casual
868560,Indie
868560,Simulation
868570,Adventure
868570,Indie
868580,Adventure
868580,Indie
868600,Action
868660,Action
868660,Casual
868660,Indie
868660,Sports
868710,Adventure
868710,Indie
868710,Simulation
868710,Strategy
868720,Action
868720,Casual
868720,Indie
868730,Casual
868730,Strategy
868730,Early Access
868760,Action
868760,Indie
868760,Early Access
868780,Adventure
868780,Indie
868780,RPG
868830,Action
868830,Adventure
868830,Simulation
868880,Casual
868880,Indie
868890,Action
868890,Casual
868890,Indie
868910,Adventure
868920,Action
868920,Indie
868930,RPG
868940,Adventure
868940,Free to Play
868950,Indie
868960,Action
868960,Casual
868960,Indie
868960,Simulation
868970,Casual
868970,Indie
868970,Simulation
868980,Action
868980,Casual
868980,Indie
869010,Indie
869030,Action
869030,Indie
869060,Indie
869060,Simulation
869060,Sports
869060,Strategy
869080,Adventure
869080,Indie
869090,Action
869090,Adventure
869090,Indie
869100,Adventure
869100,Indie
869100,Simulation
869130,Action
869130,Adventure
869130,Indie
869130,Massively Multiplayer
869130,Early Access
869170,Action
869170,Adventure
869170,Casual
869170,Indie
869270,Adventure
869270,Casual
869270,Indie
869280,Casual
869280,Indie
869280,Simulation
869280,Strategy
869290,Action
869290,Indie
869290,Racing
869300,Adventure
869300,Indie
869340,Action
869340,Adventure
869340,Casual
869340,Indie
869350,Adventure
869350,Indie
869370,Action
869370,Casual
869370,Indie
869370,RPG
869410,Action
869410,Adventure
869410,Indie
869410,RPG
869420,Action
869420,Indie
869440,Action
869440,Adventure
869440,Indie
869450,Action
869450,Adventure
869450,Indie
869460,Casual
869460,Strategy
869470,Action
869470,Adventure
869470,Casual
869470,Indie
869500,Adventure
869500,Free to Play
869500,Indie
869540,Action
869540,Adventure
869540,Casual
869540,Indie
869540,RPG
869550,Action
869550,Early Access
869560,Casual
869560,Strategy
869580,Adventure
869580,Casual
869580,Indie
869580,Racing
869600,Action
869600,Adventure
869600,RPG
869620,Casual
869620,Strategy
869630,Action
869630,Casual
869630,Indie
869640,Action
869640,Adventure
869640,Casual
869640,Indie
869650,Adventure
869650,Casual
869650,Indie
869660,Adventure
869660,Indie
869660,RPG
869690,Casual
869690,Strategy
869710,Action
869710,Indie
869730,Action
869730,Adventure
869730,Casual
869730,Indie
869730,RPG
869750,Action
869750,Indie
869750,Sports
869760,Adventure
869760,Indie
869760,RPG
869780,Casual
869780,Indie
869780,Sports
869840,Adventure
869840,Indie
869850,Casual
869850,Indie
869850,Simulation
869870,Indie
869880,Adventure
869880,Casual
869880,Indie
869910,Sports
869910,Early Access
869930,Action
869930,Adventure
869930,Casual
869930,Indie
870010,Indie
870010,Strategy
870020,Casual
870020,Indie
870030,Action
870030,Casual
870030,Indie
870080,Action
870080,Casual
870080,Indie
870080,Simulation
870090,Indie
870100,Indie
870110,Adventure
870110,Casual
870110,Indie
870110,RPG
870110,Simulation
870110,Strategy
870120,Action
870120,Adventure
870120,Indie
870140,Action
870140,Adventure
870140,Indie
870150,Action
870150,Indie
870160,Action
870160,Adventure
870160,Indie
870160,Simulation
870180,Casual
870180,Indie
870180,Strategy
870190,Casual
870190,Indie
870190,RPG
870200,Indie
870200,Simulation
870200,Early Access
870260,Strategy
870290,Adventure
870290,Casual
870290,Indie
870390,Action
870390,Adventure
870390,Casual
870390,Indie
870400,Indie
870430,Indie
870450,Adventure
870450,Indie
870520,Action
870520,Simulation
870520,Strategy
870570,Adventure
870570,Indie
870580,Action
870580,Indie
870580,Racing
870590,Action
870590,Adventure
870590,Indie
870590,RPG
870590,Early Access
870670,Casual
870680,Action
870680,Indie
870690,Indie
870690,Strategy
870730,Action
870730,Indie
870730,Strategy
870740,Action
870740,Indie
870740,Early Access
870750,Casual
870750,Indie
870780,Action
870780,Adventure
870800,Casual
870800,Indie
870800,RPG
870830,Action
870830,Adventure
870830,Strategy
870830,Early Access
870870,
870890,Adventure
870890,Casual
870890,Indie
870890,Simulation
870940,Casual
870940,Indie
870940,Early Access
870950,Action
870950,Casual
870950,Indie
870990,Adventure
870990,Casual
870990,Indie
870990,RPG
871100,Action
871100,Adventure
871100,Casual
871100,Free to Play
871100,Indie
871100,Massively Multiplayer
871100,RPG
871120,
871140,Action
871140,Adventure
871140,Indie
871140,RPG
871150,Action
871150,Adventure
871150,Indie
871150,RPG
871150,Early Access
871160,Simulation
871160,Strategy
871190,Action
871190,Adventure
871190,Indie
871200,Action
871210,Action
871210,Adventure
871210,Casual
871210,Indie
871210,RPG
871210,Early Access
871220,Action
871220,Adventure
871220,Casual
871220,Indie
871220,RPG
871220,Early Access
871230,Action
871230,Adventure
871270,Action
871280,Adventure
871280,Casual
871290,Casual
871290,Simulation
871300,Indie
871310,Action
871310,Indie
871310,Simulation
871330,Action
871330,Adventure
871330,Casual
871330,Indie
871330,RPG
871330,Early Access
871390,Action
871390,Casual
871390,Indie
871390,Racing
871400,Action
871400,Casual
871400,Indie
871400,Massively Multiplayer
871400,Sports
871400,Strategy
871410,Adventure
871410,Indie
871410,RPG
871420,Action
871420,Adventure
871420,Indie
871420,RPG
871510,Casual
871510,Simulation
871510,Sports
871530,Indie
871530,Simulation
871530,Strategy
871550,Action
871550,Casual
871550,Free to Play
871550,Indie
871550,Racing
871570,Adventure
871570,Casual
871570,Indie
871580,Casual
871580,Indie
871590,Casual
871590,Indie
871620,Simulation
871640,Action
871640,Casual
871640,Indie
871670,Adventure
871670,Indie
871710,Action
871710,Indie
871710,Strategy
871720,Action
871720,Free to Play
871720,Indie
871810,Indie
871850,Action
871850,Indie
871860,Action
871860,Adventure
871860,Simulation
871860,Early Access
871870,Adventure
871870,Casual
871870,Indie
871920,Action
871920,Casual
871920,Indie
871930,Indie
871930,Simulation
871930,Strategy
871940,Action
871940,Adventure
871940,Casual
871940,Indie
871940,Massively Multiplayer
871940,RPG
871940,Early Access
871950,Action
871950,Adventure
871950,Indie
871950,Simulation
871990,Action
871990,Massively Multiplayer
872000,Casual
872000,Indie
872040,Action
872040,Indie
872040,RPG
872060,Casual
872060,Indie
872090,Casual
872090,Indie
872110,Adventure
872110,Casual
872110,Indie
872130,Action
872130,Casual
872130,Indie
872140,Casual
872140,Indie
872180,Adventure
872180,Casual
872180,Indie
872200,
872220,Action
872220,Indie
872230,Adventure
872230,Casual
872230,RPG
872240,Free to Play
872240,Indie
872240,RPG
872270,Casual
872270,Indie
872310,Casual
872310,Indie
872310,Strategy
872330,Action
872330,Casual
872330,Indie
872330,RPG
872340,Action
872340,Adventure
872340,Indie
872350,Action
872350,Casual
872350,Indie
872350,Simulation
872350,Strategy
872350,Early Access
872360,Indie
872380,Casual
872380,Indie
872380,Simulation
872380,Strategy
872390,Action
872390,Adventure
872390,Indie
872400,Action
872400,Adventure
872400,RPG
872400,Early Access
872410,Simulation
872450,Casual
872450,Indie
872460,Casual
872460,Indie
872470,Action
872470,Adventure
872470,Indie
872490,Adventure
872530,Adventure
872530,Indie
872550,Indie
872550,Strategy
872560,Casual
872570,
872580,Action
872580,Adventure
872580,Casual
872580,Indie
872580,Massively Multiplayer
872590,Adventure
872590,Indie
872590,RPG
872600,Casual
872600,Free to Play
872600,Indie
872600,Strategy
872630,Action
872630,Simulation
872670,Action
872670,Indie
872670,Early Access
872680,Indie
872680,RPG
872680,Simulation
872680,Strategy
872690,Action
872690,Adventure
872690,Indie
872700,Action
872700,Free to Play
872700,Indie
872720,Action
872720,Indie
872720,RPG
872720,Simulation
872730,Casual
872750,Adventure
872750,Indie
872810,Action
872810,Adventure
872970,Adventure
872970,Free to Play
872970,Indie
872990,Casual
872990,Indie
873000,Action
873000,Casual
873000,Indie
873000,Early Access
873040,Action
873040,Indie
873050,Action
873050,RPG
873050,Simulation
873050,Early Access
873070,Action
873070,Casual
873070,Indie
873090,Action
873090,Casual
873090,Indie
873090,Early Access
873120,Action
873120,Adventure
873120,Indie
873140,Action
873140,Adventure
873140,Indie
873140,RPG
873140,Simulation
873140,Early Access
873160,
873180,Adventure
873180,Casual
873180,Indie
873180,RPG
873190,Simulation
873200,Action
873200,Adventure
873200,Indie
873210,Action
873210,Indie
873220,Action
873220,Indie
873220,Simulation
873220,Strategy
873230,Adventure
873230,Casual
873230,Free to Play
873230,RPG
873240,Casual
873240,Indie
873250,Indie
873250,RPG
873270,Indie
873270,Racing
873270,Early Access
873280,Casual
873280,Indie
873320,Casual
873320,Indie
873320,Simulation
873320,Strategy
873330,Casual
873330,Indie
873370,Action
873390,Action
873390,Indie
873410,Adventure
873410,Indie
873410,Simulation
873470,Indie
873470,Simulation
873470,Strategy
873480,Casual
873480,Indie
873490,Casual
873490,Indie
873490,Strategy
873500,Adventure
873500,Casual
873500,Indie
873560,Action
873560,Casual
873560,Indie
873610,Action
873610,Casual
873610,Indie
873710,Adventure
873710,Casual
873710,Indie
873710,Simulation
873710,Sports
873710,Strategy
873720,Action
873720,Casual
873720,Indie
873720,Sports
873730,Adventure
873730,Indie
873730,Strategy
873740,Simulation
873740,Early Access
873790,Action
873790,Indie
873810,Action
873810,Free to Play
873810,Indie
873810,Early Access
873820,Action
873820,Adventure
873820,Casual
873820,Indie
873820,RPG
873820,Simulation
873820,Strategy
873830,Casual
873830,Indie
873840,Casual
873840,Simulation
873840,Strategy
873840,Early Access
873850,Action
873850,Adventure
873850,Indie
873890,RPG
873900,Casual
873900,Strategy
873910,Casual
873910,Free to Play
873910,Simulation
873910,Strategy
873930,Action
873930,Adventure
873930,Casual
873930,Indie
873940,Indie
873940,Strategy
873960,Adventure
873960,Casual
873960,Free to Play
873970,Simulation
873980,Casual
873980,Indie
873980,Strategy
874010,Casual
874010,Indie
874020,Casual
874020,Strategy
874030,Action
874030,Adventure
874030,Free to Play
874030,Indie
874040,Adventure
874040,Indie
874060,Adventure
874060,Indie
874080,Indie
874090,Adventure
874090,Simulation
874130,Action
874130,Adventure
874130,Casual
874130,Indie
874130,Racing
874130,Simulation
874130,Sports
874130,Strategy
874140,Casual
874140,Indie
874180,Action
874180,Adventure
874180,RPG
874180,Early Access
874200,Casual
874200,Indie
874200,Simulation
874200,Strategy
874230,Action
874230,Casual
874230,Indie
874240,Action
874240,Adventure
874240,Free to Play
874240,Massively Multiplayer
874240,RPG
874250,Adventure
874250,Indie
874250,RPG
874260,Adventure
874260,Indie
874260,RPG
874270,Action
874270,Adventure
874270,Casual
874270,Indie
874270,Simulation
874330,Casual
874330,Indie
874330,RPG
874370,Adventure
874370,Indie
874380,Casual
874380,Indie
874380,Strategy
874390,Indie
874390,Strategy
874400,Casual
874400,Free to Play
874400,Indie
874440,Adventure
874440,Indie
874450,Action
874450,Adventure
874450,Indie
874460,Action
874460,Indie
874460,RPG
874460,Strategy
874630,Action
874630,Adventure
874630,Indie
874630,RPG
874630,Early Access
874640,Adventure
874640,Casual
874640,Indie
874640,Simulation
874650,Casual
874650,Free to Play
874650,Indie
874690,Action
874690,Casual
874690,Indie
874690,Early Access
874700,Action
874700,Indie
874760,Casual
874760,Indie
874760,Simulation
874760,Animation & Modeling
874760,Design & Illustration
874770,Action
874770,Indie
874780,Action
874780,Casual
874810,Action
874810,Casual
874830,Action
874830,Adventure
874830,Indie
874840,Casual
874840,Indie
874840,Simulation
874880,Action
874880,Casual
874880,Free to Play
874880,Indie
874880,Strategy
874930,Casual
874930,Indie
874930,Simulation
874930,Strategy
875080,Action
875080,Indie
875080,Simulation
875100,Action
875100,Indie
875100,Strategy
875110,Casual
875110,Indie
875110,Strategy
875160,Casual
875160,Indie
875160,Simulation
875210,Action
875210,RPG
875210,Simulation
875210,Strategy
875240,Casual
875240,Indie
875240,Simulation
875270,Action
875270,Casual
875270,Indie
875300,Free to Play
875300,Indie
875300,RPG
875310,Action
875310,Adventure
875310,Indie
875320,Action
875320,Casual
875320,Indie
875320,Racing
875320,RPG
875320,Simulation
875320,Sports
875340,Action
875340,Indie
875400,Adventure
875400,Indie
875400,RPG
875430,Casual
875430,Indie
875480,Free to Play
875480,Indie
875480,Massively Multiplayer
875500,Action
875500,Indie
875500,RPG
875510,Action
875510,Adventure
875510,Indie
875520,Adventure
875530,Action
875530,Indie
875540,Indie
875540,Simulation
875540,Education
875540,Early Access
875550,Action
875550,Adventure
875550,Casual
875550,Indie
875610,Action
875610,Adventure
875610,Free to Play
875610,Indie
875630,Adventure
875630,Casual
875630,Indie
875640,Indie
875660,Adventure
875660,Indie
875670,Casual
875670,Indie
875710,Casual
875710,Indie
875740,Casual
875740,Free to Play
875740,Indie
875760,Action
875760,Indie
875780,Casual
875790,Casual
875800,RPG
875800,Strategy
875810,Indie
875830,Adventure
875830,Indie
875840,Action
875840,Casual
875840,Indie
875840,RPG
875930,Adventure
875930,Casual
875930,Indie
875930,Simulation
876100,Action
876100,Casual
876100,Indie
876110,Action
876110,Free to Play
876110,Indie
876130,Casual
876130,Indie
876130,Early Access
876140,Casual
876140,Indie
876140,Racing
876140,Simulation
876140,Sports
876150,Action
876150,Adventure
876150,Casual
876150,Indie
876160,Casual
876160,Free to Play
876160,Indie
876160,Massively Multiplayer
876160,Simulation
876160,Early Access
876170,Racing
876170,Simulation
876170,Sports
876180,Indie
876190,Adventure
876190,Indie
876190,Sports
876190,Strategy
876200,Adventure
876200,Casual
876200,Indie
876210,Action
876210,Adventure
876210,Casual
876210,Indie
876220,Action
876220,Indie
876240,Violent
876240,Action
876240,Adventure
876240,Casual
876240,Indie
876240,RPG
876240,Early Access
876260,Action
876260,Indie
876260,Early Access
876270,Casual
876270,Indie
876270,Simulation
876270,Sports
876290,Casual
876300,Adventure
876310,Adventure
876310,Casual
876310,Indie
876310,Sports
876320,Action
876320,Adventure
876320,Indie
876320,Simulation
876320,Strategy
876330,Free to Play
876330,Massively Multiplayer
876330,RPG
876340,Casual
876340,Free to Play
876340,Indie
876340,Early Access
876370,Adventure
876370,Indie
876380,Adventure
876380,Indie
876380,RPG
876410,Action
876410,Indie
876470,Free to Play
876470,Strategy
876480,Action
876480,Adventure
876480,Casual
876480,Indie
876500,Action
876500,Casual
876540,Action
876540,Casual
876540,Indie
876560,Action
876560,Adventure
876560,Casual
876560,Indie
876560,Simulation
876580,Action
876580,Casual
876580,Indie
876650,Adventure
876650,Indie
876650,RPG
876780,Action
876780,Adventure
876780,Casual
876780,Indie
876780,Strategy
876810,Casual
876810,Indie
876840,Casual
876840,Indie
876850,Adventure
876850,Casual
876850,Indie
876850,RPG
876850,Strategy
876880,Action
876890,Casual
876890,Indie
876900,Action
876900,Free to Play
876900,Indie
876900,Early Access
876910,Indie
876910,Simulation
876930,Casual
876930,Racing
876930,Simulation
876930,Sports
876960,Casual
876960,Indie
876960,Strategy
877010,Action
877010,Adventure
877010,Indie
877010,Early Access
877040,Action
877040,Indie
877060,Action
877060,Indie
877060,Early Access
877070,Action
877070,Indie
877080,Indie
877080,Simulation
877080,Strategy
877150,Action
877150,Indie
877180,Casual
877180,Indie
877190,Adventure
877190,Casual
877190,Indie
877190,RPG
877200,Action
877200,Casual
877200,Indie
877200,Simulation
877200,Early Access
877250,Adventure
877250,Indie
877260,Casual
877260,Indie
877270,Action
877270,Adventure
877270,Indie
877270,RPG
877270,Simulation
877270,Strategy
877300,Adventure
877300,Casual
877300,Indie
877310,Action
877310,Strategy
877330,Action
877330,Indie
877340,Action
877340,Adventure
877340,Indie
877340,RPG
877340,Early Access
877360,Casual
877380,Indie
877380,Simulation
877380,Strategy
877400,Action
877400,Casual
877400,Indie
877400,RPG
877430,Action
877430,Indie
877430,RPG
877440,Casual
877440,Indie
877440,Simulation
877470,Action
877480,Action
877480,Indie
877510,Adventure
877510,Indie
877530,Action
877530,Adventure
877530,Indie
877530,Strategy
877550,Casual
877550,Indie
877590,Action
877590,Indie
877610,Action
877610,Casual
877610,Indie
877610,Racing
877610,Simulation
877610,Sports
877680,Action
877680,Indie
877680,Early Access
877690,Strategy
877690,Early Access
877710,Casual
877710,Indie
877710,Strategy
877750,Casual
877750,Indie
877750,Simulation
877780,Casual
877780,Indie
877800,Action
877800,Adventure
877800,Casual
877800,Indie
877810,Adventure
877810,Indie
877810,RPG
877850,Casual
877850,Indie
877850,Simulation
877850,Strategy
877850,Audio Production
877850,Education
877850,Utilities
877850,Early Access
877870,Casual
877870,Indie
877870,Sports
877910,Action
877910,Adventure
877910,Casual
877910,Free to Play
877910,Indie
877940,Action
877940,Casual
877940,Indie
877940,Sports
877960,Action
877960,Adventure
877960,Indie
877960,RPG
877980,Action
877980,Indie
877980,Racing
877980,Early Access
878020,Indie
878030,Indie
878030,Strategy
878030,Early Access
878080,Casual
878080,Strategy
878090,RPG
878100,Action
878100,Adventure
878100,Indie
878100,Simulation
878110,Racing
878110,Early Access
878120,Action
878120,Adventure
878120,Casual
878120,Indie
878120,Massively Multiplayer
878120,Racing
878120,RPG
878120,Simulation
878120,Sports
878120,Strategy
878140,Indie
878140,Strategy
878150,Action
878150,Indie
878160,Casual
878160,Indie
878160,Simulation
878170,Action
878170,Casual
878170,Indie
878170,Simulation
878180,Action
878180,Indie
878220,Action
878220,Indie
878220,Racing
878240,Casual
878240,Strategy
878250,Casual
878250,Indie
878250,Simulation
878250,Strategy
878270,Action
878270,Casual
878270,Simulation
878280,Casual
878280,Indie
878290,Action
878300,Adventure
878300,Casual
878300,Indie
878310,Casual
878310,Strategy
878320,Adventure
878320,Indie
878320,Simulation
878330,Action
878330,Indie
878340,Action
878340,Adventure
878340,Indie
878340,RPG
878350,Casual
878350,Indie
878350,RPG
878350,Strategy
878380,Action
878380,Adventure
878380,Casual
878380,Free to Play
878380,Indie
878380,Massively Multiplayer
878380,RPG
878380,Simulation
878380,Strategy
878420,Action
878420,Indie
878440,Indie
878440,Sports
878470,Casual
878470,Indie
878470,Racing
878500,Casual
878500,Indie
878510,Casual
878520,Adventure
878520,Casual
878520,Strategy
878540,Simulation
878570,Casual
878570,Indie
878580,Action
878580,Indie
878590,Adventure
878590,Casual
878590,Indie
878590,RPG
878610,Adventure
878610,Casual
878610,Indie
878610,Strategy
878610,Early Access
878620,Indie
878620,Simulation
878640,Action
878640,Casual
878640,Indie
878640,Strategy
878660,Casual
878660,Indie
878670,Action
878670,Adventure
878680,Casual
878680,Indie
878690,Indie
878690,Simulation
878710,Indie
878710,Simulation
878710,Sports
878750,Casual
878750,Indie
878750,RPG
878750,Simulation
878770,Action
878770,Casual
878770,Indie
878780,Casual
878780,Indie
878810,Action
878810,Adventure
878810,Casual
878810,Indie
878810,Simulation
878820,Adventure
878820,Indie
878820,Strategy
878910,Casual
878940,Free to Play
878940,Indie
878940,Strategy
878940,Early Access
878950,Adventure
878950,Indie
878970,Adventure
878970,Casual
878970,Indie
878970,Strategy
878970,Early Access
878980,Action
878980,Adventure
878980,Indie
878990,Adventure
878990,Casual
878990,RPG
878990,Simulation
878990,Strategy
879000,Action
879000,Simulation
879030,Casual
879030,Free to Play
879030,Indie
879030,Simulation
879030,Early Access
879050,Action
879050,Adventure
879050,Indie
879050,RPG
879060,Action
879060,Adventure
879060,Indie
879060,RPG
879080,Action
879080,Adventure
879080,Indie
879080,Strategy
879090,Action
879090,Adventure
879090,Indie
879090,RPG
879100,Action
879110,Indie
879110,Strategy
879120,Action
879120,Casual
879140,Action
879160,Action
879160,Free to Play
879160,Massively Multiplayer
879200,Action
879200,Adventure
879200,Indie
879250,Casual
879250,Free to Play
879250,Indie
879260,Adventure
879260,Indie
879260,RPG
879270,Action
879270,Indie
879270,RPG
879280,Casual
879280,Indie
879290,Action
879290,Indie
879320,Action
879320,Casual
879320,Indie
879390,Action
879390,Casual
879390,Indie
879390,Strategy
879410,Indie
879420,Action
879420,Adventure
879420,Indie
879430,Casual
879430,Indie
879450,Adventure
879450,Indie
879470,Casual
879470,Indie
879470,RPG
879470,Simulation
879470,Strategy
879480,Adventure
879480,Indie
879510,Adventure
879520,Action
879520,Adventure
879520,Indie
879530,Action
879530,Casual
879530,Indie
879580,Indie
879580,Sports
879580,Early Access
879600,Casual
879600,Indie
879600,Simulation
879600,Strategy
879610,Casual
879610,Indie
879610,Simulation
879610,Early Access
879620,Adventure
879620,Indie
879620,RPG
879620,Simulation
879620,Strategy
879650,Action
879650,Free to Play
879650,Indie
879670,Action
879670,Casual
879670,Indie
879670,Simulation
879670,Strategy
879740,Action
879740,Indie
879740,Sports
879780,Indie
879780,Early Access
879850,Casual
879850,Indie
879920,Action
880130,Action
880130,Adventure
880130,Indie
880130,RPG
880130,Strategy
880180,Action
880180,Adventure
880180,Casual
880180,Indie
880200,Action
880200,Adventure
880200,Casual
880200,Indie
880200,Racing
880200,RPG
880200,Simulation
880200,Sports
880200,Strategy
880200,Early Access
880210,RPG
880210,Early Access
880220,Action
880220,Adventure
880220,Indie
880220,RPG
880270,Simulation
880300,Action
880300,Adventure
880300,Indie
880300,RPG
880300,Strategy
880320,Action
880320,Indie
880320,Early Access
880330,Action
880330,Indie
880340,Action
880340,Indie
880370,Casual
880370,Indie
880380,Indie
880380,Simulation
880380,Sports
880380,Strategy
880400,Adventure
880400,Casual
880400,Indie
880470,Indie
880470,Simulation
880470,Sports
880470,Strategy
880490,Indie
880490,RPG
880510,Adventure
880510,Casual
880510,RPG
880510,Strategy
880550,Casual
880550,Indie
880570,Casual
880570,Indie
880580,Casual
880580,Indie
880580,Strategy
880590,Indie
880610,Action
880610,Casual
880610,Indie
880620,Action
880620,Adventure
880620,Indie
880620,RPG
880700,Adventure
880700,Indie
880720,Action
880720,Adventure
880720,Indie
880730,Action
880730,Indie
880730,Racing
880730,Early Access
880750,Indie
880750,Strategy
880770,Action
880770,Adventure
880770,Indie
880770,RPG
880770,Strategy
880770,Early Access
880780,Casual
880780,Indie
880780,Simulation
880790,Adventure
880800,Indie
880830,Adventure
880830,Casual
880830,Indie
880830,Strategy
880840,Action
880840,Indie
880850,Action
880850,Casual
880850,Free to Play
880850,Massively Multiplayer
880860,Action
880860,Indie
880870,
880910,Action
880910,Adventure
880910,Indie
880910,RPG
880910,Simulation
880940,Action
880940,Casual
880940,Indie
880950,Adventure
880970,
880990,Action
880990,Adventure
880990,Indie
881040,Action
881040,Casual
881040,Indie
881050,Simulation
881060,Action
881060,Adventure
881060,Casual
881060,Indie
881090,Indie
881090,Sports
881100,Action
881100,Adventure
881100,Indie
881100,RPG
881100,Simulation
881110,Casual
881110,Indie
881130,Indie
881130,Racing
881130,Simulation
881130,Early Access
881150,Action
881150,Indie
881170,Action
881170,Indie
881190,Action
881190,Indie
881230,Casual
881230,Indie
881230,Racing
881260,Action
881260,Casual
881260,Indie
881290,Adventure
881300,Adventure
881300,Casual
881300,Indie
881300,Early Access
881310,Action
881310,Adventure
881310,RPG
881310,Early Access
881320,Adventure
881420,RPG
881420,Simulation
